id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
xSqKHbyhofM,0.05,0.6,0.25,0.05,0.03,0.02,0.3,0.7,This video will likely resonate with teenagers and young adults due to its inspiring story of overcoming adversity and technological innovation. The protagonist's journey especially appeals to young women interested in technology and personal growth.,136
jmuMB-_BFQg,0.05,0.2,0.4,0.25,0.1,0.0,0.3,0.7,"This video seems to appeal more to young adults and adults in their 20s and 30s due to the drama and interpersonal conflict elements. The storyline appears to resonate more with women, who might be more interested in relationship dynamics and emotional narratives.",120
4bQKXTxONZc,0.0,0.05,0.1,0.15,0.3,0.4,0.3,0.7,"This video focuses on retirement and living in a rural area, which is more relevant to older viewers in their 40s and 50s. The theme of home lifestyle and interior design tends to appeal more to female viewers.",209
IqoCXbEI5XA,0.0,0.0,0.2,0.5,0.3,0.0,0.3,0.7,"This video seems to focus on wedding preparations and fashion, which typically attracts a mature audience, likely in their 30s and 40s. Given the context and subject matter, it is more likely to appeal to women who are often more interested in these topics.",307
GLDrjxGMNwM,0.05,0.1,0.35,0.25,0.15,0.1,0.3,0.7,This video features a melodic and gentle theme that likely appeals more to younger adults. The emphasis on beauty and soft vocals suggests a stronger appeal to a female audience.,207
Uxigt0kvsns,0.05,0.7,0.2,0.03,0.01,0.01,0.3,0.7,"This video features idols involved in playful and creative ASMR roleplays, appealing strongly to teenagers who follow K-pop. The light-hearted and humorous nature of the content is more likely to attract a predominantly female audience, especially within a younger demographic.",116
GpS3qJ3S4bA,0.0,0.0,0.1,0.3,0.4,0.2,0.3,0.7,"This video primarily focuses on traditional Korean cooking techniques and cultural references, which are often of interest to viewers in their 30s to 50s. The conversational and detailed style, combined with a focus on family and community, resonates more with a female audience.",599
XIwz-UXBOsg,0.05,0.1,0.25,0.35,0.15,0.1,0.3,0.7,"This video features historical drama elements with complex character dynamics, making it appealing to viewers interested in period dramas. The focus on female-centric storylines and character development aligns with interests typically found in female audiences, particularly those in their 20s to 30s.",346
MOarfFV9HoY,0.05,0.1,0.15,0.2,0.25,0.25,0.3,0.7,"This video features a musical performance and discussion that would likely appeal to older audiences familiar with traditional or sentimental music genres. The event's theme and nature suggest it would resonate more with female viewers, possibly due to the emotional and community-focused content.",121
C_LQzAdHziQ,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7,"This video features personal stories and experiences related to North Korean defectors adjusting to life in South Korea, which may attract middle-aged to older viewers interested in human interest stories and socio-political issues. The narrative and emotional aspect of the content is likely to resonate more with female audiences, who may be more empathetic to the human aspect of the story.",343
yElVEbnyTXk,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video is likely to appeal to an older audience, particularly those over 30, who are more health-conscious and interested in cooking healthy recipes. The content, focusing on health-related benefits of tomatoes and cooking techniques, may resonate more with women, who are traditionally more involved in preparing meals.",318
h49jaeyqBhw,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7,"This video is likely to appeal to young adults in their 20s and 30s due to its casual, personal storytelling format and relatable moving experience. Additionally, the content's focus on daily life and emotional connections may resonate more with a female audience.",671
iE0uCyayL_4,0.0,0.02,0.08,0.35,0.35,0.2,0.3,0.7,"This video predominantly features discussions around nostalgia, historical Korean dramas, and personal stories of growth, resonating more with viewers who have experienced similar cultural phenomena. Additionally, the content and tone are likely more appealing to female viewers who may have had a stronger connection to these themes.",750
vti38CK0k78,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7,"This video is likely to appeal more to young female adults who are interested in home decor and lifestyle content. The emphasis on setting up a new home, unboxing, and interior design resonates particularly well with women in their 20s who may be setting up their own spaces.",244
XFHjZ_D_zyk,0.0,0.3,0.5,0.15,0.05,0.0,0.3,0.7,"This video likely appeals to a younger demographic, particularly those in their teens and twenties, due to its focus on popular culture and celebrity guests. The content's casual and humorous tone, combined with the presence of notable personalities, is also more likely to attract a predominantly female audience.",162
Glaoqi-LMOU,0.0,0.05,0.3,0.4,0.2,0.05,0.3,0.7,"This video features emotional and nostalgic themes, likely appealing to a mature audience who enjoy sentimental music and lyrics. The emphasis on emotional depth and past love suggests a stronger appeal to women, who often engage with romantic content.",155
VRWdlYoI45c,0.0,0.0,0.1,0.3,0.5,0.1,0.3,0.7,"This video appeals to older audiences, particularly those in their 30s and 40s, who enjoy historical stories and moral lessons. It is more likely to attract female viewers due to its romantic and emotional narrative.",135
EeXyuSta8Bk,0.0,0.1,0.3,0.4,0.2,0.0,0.3,0.7,"This video appeals to viewers interested in urban gardening and sustainable living, which often attracts individuals in their 20s to 40s. The focus on emotions and life pace resonates more with female viewers, making them a larger audience for this content.",108
RxMgm7ua7oM,0.0,0.05,0.1,0.15,0.35,0.35,0.3,0.7,"The script involves themes of family, sacrifice, and long-lost connections, which are more appealing to older adults, particularly those in their 40s and 50s who may relate to the generational stories and emotional depth. The narrative's focus on caregiving and emotional bonds suggests a higher interest from female viewers.",1917
Jo4Zkq28mt0,0.0,0.0,0.05,0.15,0.3,0.5,0.3,0.7,"This video targets older adults who are concerned about their health and interested in preventive medicine, particularly those over 40. Women are likely more engaged due to the focus on wellness and practical health advice, which often resonates more with female audiences.",178
iY0wA6h2HrM,0.01,0.05,0.15,0.4,0.3,0.09,0.3,0.7,"This video likely appeals to adult audiences who enjoy traditional storytelling and historical themes. The intricate narratives and emotional depth may resonate more with women, particularly in the 30s to 40s age range.",162
WpnsoHcr84A,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video focuses on health and fitness tips, specifically targeting exercises that aid in blood sugar management and balance improvement, which are often of greater concern to middle-aged and older adults. The content also appears to be more appealing to females, who tend to engage more with fitness and health-related content.",241
u_nc-t4oHfw,0.02,0.25,0.4,0.2,0.08,0.05,0.3,0.7,"This video features popular songs from Bolbbalgan4, a group known for their appeal among younger audiences, particularly teens and young adults. The emotional and relatable lyrics, along with the catchy melodies, tend to resonate more with a female demographic.",152
ezEa1qrlv5g,0.05,0.5,0.35,0.05,0.03,0.02,0.3,0.7,"This video appears to be centered around pop culture references and emotional relationship dynamics, appealing primarily to teenagers and young adults. The style and content suggest a preference among younger audiences, particularly females, who are often more engaged with idol culture and personal relationship narratives.",119
IDWv902iND0,0.0,0.1,0.25,0.35,0.2,0.1,0.3,0.7,"This video involves elements of drama, business intrigue, and personal relationships, which are themes that often attract a more mature audience, especially those in their 30s to 40s. The strong emotional narrative and focus on relationships and revenge are likely to resonate more with women, given typical viewership trends for similar content.",106
vq0kK-vEO0c,0.05,0.3,0.45,0.15,0.03,0.02,0.3,0.7,"This video appears to be centered around themes of love, emotions, and relationships, often resonating with a younger audience. The lyrical and poetic nature of the script suggests a higher appeal to young adults and teenagers, particularly females, who are typically more engaged with such content.",184
